indicator_id,indicator_name,parent_code,parent_name,area_code,area_name,area_type,sex,age,category_type,category,time_period,value,lower_ci_95.0_limit,upper_ci_95.0_limit,lower_ci_99.8_limit,upper_ci_99.8_limit,count,denominator,value_note,recent_trend,compared_to_england_value_or_percentiles,column_not_used,time_period_sortable,new_data,compared_to_goal,time_period_range
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000685,Tottington,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.84314,4.49355,10.83943,3.48774,13.6652,20.0,255.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000686,Unsworth,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.0,6.53619,13.88658,5.24351,16.92934,25.0,250.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000719,Alexandra,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.44882,7.53926,12.12834,6.55789,13.82002,60.0,635.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000720,Chadderton Central,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.21053,6.95871,12.90332,5.8066,15.23575,35.0,380.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000721,Chadderton North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.86517,5.92748,11.04531,4.94365,13.07637,35.0,445.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000722,Chadderton South,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.34568,9.51502,15.94621,8.166,18.32407,50.0,405.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000723,Coldhurst,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.84404,10.12765,15.71614,8.89275,17.71434,70.0,545.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000724,Crompton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.01754,4.62114,10.66307,3.63095,13.30619,20.0,285.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000725,Failsworth East,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.53846,8.23512,16.05384,6.76169,19.13652,30.0,260.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000726,Failsworth West,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.21053,6.90328,12.80392,5.76019,15.12052,35.0,380.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000727,Hollinwood,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.00917,8.84553,14.16689,7.69876,16.10898,60.0,545.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000728,Medlock Vale,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,14.54545,11.82309,17.70633,10.48575,19.76127,80.0,550.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000729,Royton North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.54717,4.90108,11.28605,3.85137,14.06569,20.0,265.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000730,Royton South,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.29412,7.03667,13.39428,5.82611,15.91166,35.0,340.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000731,Saddleworth North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.38298,3.2471,9.19506,2.41834,12.0592,15.0,235.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000732,Saddleworth South,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,4.25532,2.04524,7.17673,1.44594,9.91237,10.0,235.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000733,Saddleworth West and Lees,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.77966,4.19037,9.90519,3.27261,12.44367,20.0,295.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000734,St James',Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.72727,10.21696,15.80161,8.97987,17.79475,70.0,550.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000735,St Mary's,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.41379,9.95825,14.71672,8.87424,16.38607,90.0,725.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000736,Shaw,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.92857,6.7363,13.71384,5.47034,16.55344,25.0,280.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000737,Waterhead,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.16667,7.13431,11.78121,6.15924,13.51809,55.0,600.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000738,Werneth,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.07752,7.6849,12.26488,6.69979,13.94596,65.0,645.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000739,Balderstone and Kirkholt,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.21495,8.51263,13.81081,7.38188,15.75878,60.0,535.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000740,Bamford,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.11111,7.21859,14.47556,5.88457,17.39714,30.0,270.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000741,Castleton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.0,8.85759,15.38513,7.52399,17.84323,45.0,375.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000742,Central Rochdale,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.0,8.16268,13.55192,7.0314,15.55675,55.0,500.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000743,East Middleton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.84211,8.48763,14.85743,7.19507,17.27034,45.0,380.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000744,Healey,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.67606,10.04683,17.06797,8.58377,19.66604,45.0,355.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000745,Hopwood Hall,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.5,9.93257,16.16717,8.59747,18.4406,55.0,440.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000746,Kingsway,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.53846,9.45885,14.41241,8.35394,16.17717,75.0,650.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000747,Littleborough Lakeside,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.32075,8.36475,16.12606,6.88999,19.17071,30.0,265.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000748,Milkstone and Deeplish,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.92661,9.48617,14.94452,8.29441,16.91553,65.0,545.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000749,Milnrow and Newhey,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.09091,5.93475,12.65699,4.7597,15.46509,25.0,275.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000750,Norden,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.55556,3.68019,9.40821,2.81519,12.04784,15.0,270.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000751,North Heywood,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.5,9.887,16.09565,8.55785,18.36047,55.0,440.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000752,North Middleton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.12121,9.08491,16.1806,7.65774,18.87156,40.0,330.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000753,Smallbridge and Firgrove,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,14.28571,11.9557,17.81179,10.61964,19.85172,80.0,560.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000754,South Middleton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.69565,5.91626,11.81141,4.8365,14.21571,30.0,345.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000755,Spotland and Falinge,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.22449,8.56287,14.13032,7.38764,16.19067,55.0,490.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000756,Wardle and West Littleborough,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.41026,4.58979,9.58887,3.70934,11.69539,25.0,390.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000757,West Heywood,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,14.58333,11.54339,17.83302,10.14244,20.05911,70.0,480.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000758,West Middleton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.59259,10.26882,15.26451,9.13383,17.01862,85.0,675.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000779,Bramhall North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.88235,4.28613,9.54722,3.40308,11.82935,20.0,340.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000780,Bramhall South and Woodford,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,2.66667,1.84976,5.53835,1.36234,7.40764,10.0,375.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000781,Bredbury and Woodley,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.33333,5.83662,11.07356,4.84288,13.16887,35.0,420.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000782,Bredbury Green and Romiley,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.25,8.03867,14.09841,6.813,16.40402,45.0,400.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000783,Brinnington and Central,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.92517,10.59587,15.43978,9.48035,17.12388,95.0,735.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000784,Cheadle and Gatley,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.61905,5.30835,9.76058,4.44687,11.52729,40.0,525.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000785,Cheadle Hulme North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.23529,5.59538,10.72877,4.62957,12.79624,35.0,425.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000786,Cheadle Hulme South,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.55556,3.17694,7.74327,2.46451,9.82792,20.0,360.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000787,Davenport and Cale Green,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.77193,6.5635,11.18382,5.61639,12.94104,50.0,570.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000788,Edgeley and Cheadle Heath,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.89109,8.44658,13.88221,7.29663,15.89213,55.0,505.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000789,Hazel Grove,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.43373,5.90749,11.20408,4.90185,13.32154,35.0,415.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000790,Heald Green,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.88235,4.21872,8.83319,3.40886,10.78779,25.0,425.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000791,Heatons North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.43478,3.35457,7.39079,2.67514,9.15525,25.0,460.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000792,Heatons South,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.31579,4.6257,9.0958,3.80335,10.93244,30.0,475.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000793,Manor,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.21649,5.40951,10.10502,4.51054,11.97912,35.0,485.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000794,Marple North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,3.79747,2.30872,6.155,1.75104,8.00104,15.0,395.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000795,Marple South and High Lane,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.55738,4.3132,9.97478,3.38855,12.46479,20.0,305.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000796,Offerton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.52632,7.89127,13.37703,6.75682,15.43896,50.0,475.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000797,Reddish North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.2449,9.99714,15.89001,8.71542,18.01857,60.0,490.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000798,Reddish South,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.78261,7.21852,12.62444,6.12687,14.69261,45.0,460.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000799,Stepping Hill,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.40741,5.44456,10.65984,4.47837,12.78122,30.0,405.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000800,Ashton Hurst,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.33333,6.7511,12.63793,5.61874,14.96065,35.0,375.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000801,Ashton St Michael's,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.35955,9.24291,15.28395,7.96599,17.51072,55.0,445.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000802,Ashton Waterloo,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.2807,9.53349,17.32307,7.98421,20.285,35.0,285.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000803,Audenshaw,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.90476,8.70812,14.79275,7.44735,17.06773,50.0,420.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000804,Denton North East,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.60606,7.74919,14.43598,6.45254,17.04463,35.0,330.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000805,Denton South,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,14.92537,11.47327,19.08258,9.85592,21.84707,50.0,335.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000806,Denton West,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.71429,8.18301,15.63426,6.75977,18.55417,30.0,280.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000807,Droylsden East,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.0,8.8816,15.42528,7.54447,17.88889,45.0,375.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000808,Droylsden West,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.11111,8.7235,15.35311,7.38166,17.8645,40.0,360.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000809,Dukinfield,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.32877,9.1037,15.79629,7.73397,18.31053,45.0,365.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000810,Dukinfield Stalybridge,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.71429,7.58126,14.83172,6.22286,17.71438,30.0,280.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000811,Hyde Godley,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.78261,7.58111,13.08144,6.45855,15.16847,45.0,460.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000812,Hyde Newton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.89109,8.14626,13.5255,7.0172,15.52687,55.0,505.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000813,Hyde Werneth,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.34921,4.16072,9.63278,3.26853,12.04582,20.0,315.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000814,Longdendale,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.44776,7.86384,14.51874,6.56476,17.10369,35.0,335.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000815,Mossley,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.84932,4.22362,9.25282,3.36948,11.42205,25.0,365.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000816,St Peter's,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,13.82979,11.02475,17.28103,9.64655,19.51439,65.0,470.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000817,Stalybridge North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.84337,8.4136,14.46891,7.17063,16.74873,45.0,415.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000818,Stalybridge South,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.58904,6.47429,12.35895,5.35903,14.70461,35.0,365.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000819,Altrincham,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.12821,2.93911,7.17701,2.27979,9.12044,20.0,390.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000820,Ashton upon Mersey,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,4.0,2.84938,7.13935,2.19512,9.1297,15.0,375.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000821,Bowdon,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.88235,2.77698,9.64413,1.96344,13.21122,10.0,170.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000822,Broadheath,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.60748,4.25239,8.29129,3.50618,9.95088,30.0,535.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000823,Brooklands,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,4.0,2.65736,6.85366,2.03199,8.82923,15.0,375.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000824,Bucklow-St Martins,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.1954,6.59712,11.96771,5.5422,14.06358,40.0,435.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000825,Clifford,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.88889,6.242,11.42823,5.23134,13.46599,40.0,450.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000826,Davyhulme East,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.06452,6.05475,12.3754,4.9153,14.97193,25.0,310.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000827,Davyhulme West,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.71429,3.48248,8.27597,2.71896,10.43264,20.0,350.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000828,Flixton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.75676,4.40933,9.49509,3.53384,11.6688,25.0,370.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000829,Gorse Hill,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.67742,7.31132,12.70429,6.21707,14.76062,45.0,465.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
